"NUMER","COD","LIB","MR","MD","ML","ANNEE","DATF","COMPT"
"813","707820","SOLDE","248557104,61","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"814","707820","Vente des Imprimées","34977000","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"815","707820","Prime surveillance SEP","118200795","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"816","707820","Contentieux","1166688632","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"817","707820","Prime Informatique","114630880,76","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"818","707820","Récupération fonds social","26004024,13","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"819","707820","DG Fonctionnement","2432856961","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"820","707820","Appro Caisse","455621241,87","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"821","707820","Prime surveillance Bracongo","41040000","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"822","707820","Amendes Transactionnelles","12450000","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"823","707820","KV, PV n° 02/IAJC/2023 P/C Les Benjamins SARL","15144873","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"824","707820","DG, Paiement arrierés des primes des scellés 2019 à 2022","604255680","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"825","604130","Articles alimentaires                             ","0","58983610","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"826","604210","Carburant et lubrifiant","0","365854225","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"827","604300","Produits d’entretien","0","63671670","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"828","604710","Fournitures de bureau","0","352220527","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"829","604720","Consommables informatiques","0","258139650","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"830","605100","Eau","0","25847167,61","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"831","605200","Electricité","0","74443946","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"832","618120","Déplacement","0","103533000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"833","622210","Loyers locaux et bureaux de service","0","15040000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"834","624000","Entretien, réparations et maintenance","0","540382067,96","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"835","626530","Abonnements","0","44809845","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"836","628100","Frais de communications et télécommunications","0","113721025","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"837","631000","Frais bancaire","0","3568000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"838","632540A","Frais de contentieux DBLF","0","51496410","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"839","632540B","Frais de contentieux Kin Ville","0","861698386,5","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"840","632831","Frais médicaux","0","264575327,75","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"841","632840","Frais de gardiennage et sécurité","0","2620000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"842","632860","Frais d’impression, reproduction et reliure","0","20114000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"843","638410","Frais de mission intérieur","0","33818600","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"844","659800","Autres charges","0","1107842787,74","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"845","661257","Prime du comptable","0","7000000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"846","661273","Prime amendes transactionnelles","0","12450000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"847","663841","Collations","0","229957500","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"848","668340","Frais funéraires et assistance deuil","0","131842900","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"849","668360","Aide & secours","0","8929000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"850","661272","Prime de surveillance SEP","0","126723995","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"851","-","FONCTIONNEMENT","0","161700000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"852","707820","SOLDE","248557104,61","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"853","707820","Vente des Imprimées","34977000","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"854","707820","Prime surveillance SEP","118200795","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"855","707820","Contentieux","1166688632","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"856","707820","Prime Informatique","114630880,76","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"857","707820","Récupération fonds social","26004024,13","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"858","707820","DG Fonctionnement","2432856961","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"859","707820","Appro Caisse","455621241,87","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"860","707820","Prime surveillance Bracongo","41040000","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"861","707820","Amendes Transactionnelles","12450000","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"862","707820","KV, PV n° 02/IAJC/2023 P/C Les Benjamins SARL","15144873","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"863","707820","DG, Paiement arrierés des primes des scellés 2019 à 2022","604255680","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"864","604130","Articles alimentaires                             ","0","58983610","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"865","604210","Carburant et lubrifiant","0","365854225","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"866","604300","Produits d’entretien","0","63671670","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"867","604710","Fournitures de bureau","0","352220527","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"868","604720","Consommables informatiques","0","258139650","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"869","605100","Eau","0","25847167,61","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"870","605200","Electricité","0","74443946","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"871","618120","Déplacement","0","103533000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"872","622210","Loyers locaux et bureaux de service","0","15040000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"873","624000","Entretien, réparations et maintenance","0","540382067,96","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"874","626530","Abonnements","0","44809845","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"875","628100","Frais de communications et télécommunications","0","113721025","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"876","631000","Frais bancaire","0","3568000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"877","632540A","Frais de contentieux DBLF","0","51496410","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"878","632540B","Frais de contentieux Kin Ville","0","861698386,5","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"879","632831","Frais médicaux","0","264575327,75","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"880","632840","Frais de gardiennage et sécurité","0","2620000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"881","632860","Frais d’impression, reproduction et reliure","0","20114000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"882","638410","Frais de mission intérieur","0","33818600","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"883","659800","Autres charges","0","1107842787,74","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"884","661257","Prime du comptable","0","7000000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"885","661273","Prime amendes transactionnelles","0","12450000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"886","663841","Collations","0","229957500","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"887","668340","Frais funéraires et assistance deuil","0","131842900","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"888","668360","Aide & secours","0","8929000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"889","661272","Prime de surveillance SEP","0","126723995","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"890","-","FONCTIONNEMENT","0","161700000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","",""
"891","707820","SOLDE","248557104,61","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"892","707820","Vente des Imprimées","34977000","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"893","707820","Prime surveillance SEP","118200795","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"894","707820","Contentieux","1166688632","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"895","707820","Prime Informatique","114630880,76","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"896","707820","Récupération fonds social","26004024,13","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"897","707820","DG Fonctionnement","2432856961","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"898","707820","Appro Caisse","455621241,87","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"899","707820","Prime surveillance Bracongo","41040000","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"900","707820","Amendes Transactionnelles","12450000","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"901","707820","KV, PV n° 02/IAJC/2023 P/C Les Benjamins SARL","15144873","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"902","707820","DG, Paiement arrierés des primes des scellés 2019 à 2022","604255680","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"903","604130","Articles alimentaires                             ","0","58983610","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"904","604210","Carburant et lubrifiant","0","365854225","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"905","604300","Produits d’entretien","0","63671670","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"906","604710","Fournitures de bureau","0","352220527","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"907","604720","Consommables informatiques","0","258139650","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"908","605100","Eau","0","25847167,61","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"909","605200","Electricité","0","74443946","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"910","618120","Déplacement","0","103533000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"911","622210","Loyers locaux et bureaux de service","0","15040000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"912","624000","Entretien, réparations et maintenance","0","540382067,96","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"913","626530","Abonnements","0","44809845","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"914","628100","Frais de communications et télécommunications","0","113721025","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"915","631000","Frais bancaire","0","3568000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"916","632540A","Frais de contentieux DBLF","0","51496410","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"917","632540B","Frais de contentieux Kin Ville","0","861698386,5","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"918","632831","Frais médicaux","0","264575327,75","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"919","632840","Frais de gardiennage et sécurité","0","2620000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"920","632860","Frais d’impression, reproduction et reliure","0","20114000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"921","638410","Frais de mission intérieur","0","33818600","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"922","659800","Autres charges","0","1107842787,74","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"923","661257","Prime du comptable","0","7000000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"924","661273","Prime amendes transactionnelles","0","12450000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"925","663841","Collations","0","229957500","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"926","668340","Frais funéraires et assistance deuil","0","131842900","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"927","668360","Aide & secours","0","8929000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"928","661272","Prime de surveillance SEP","0","126723995","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"929","-","FONCTIONNEMENT","0","161700000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"930","707820","SOLDE","248557104,61","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"931","707820","Vente des Imprimées","34977000","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"932","707820","Prime surveillance SEP","118200795","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"933","707820","Contentieux","1166688632","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"934","707820","Prime Informatique","114630880,76","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"935","707820","Récupération fonds social","26004024,13","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"936","707820","DG Fonctionnement","2432856961","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"937","707820","Appro Caisse","455621241,87","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"938","707820","Prime surveillance Bracongo","41040000","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"939","707820","Amendes Transactionnelles","12450000","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"940","707820","KV, PV n° 02/IAJC/2023 P/C Les Benjamins SARL","15144873","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"941","707820","DG, Paiement arrierés des primes des scellés 2019 à 2022","604255680","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"942","604130","Articles alimentaires                             ","0","58983610","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"943","604210","Carburant et lubrifiant","0","365854225","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"944","604300","Produits d’entretien","0","63671670","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"945","604710","Fournitures de bureau","0","352220527","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"946","604720","Consommables informatiques","0","258139650","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"947","605100","Eau","0","25847167,61","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"948","605200","Electricité","0","74443946","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"949","618120","Déplacement","0","103533000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"950","622210","Loyers locaux et bureaux de service","0","15040000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"951","624000","Entretien, réparations et maintenance","0","540382067,96","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"952","626530","Abonnements","0","44809845","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"953","628100","Frais de communications et télécommunications","0","113721025","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"954","631000","Frais bancaire","0","3568000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"955","632540A","Frais de contentieux DBLF","0","51496410","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"956","632540B","Frais de contentieux Kin Ville","0","861698386,5","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"957","632831","Frais médicaux","0","264575327,75","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"958","632840","Frais de gardiennage et sécurité","0","2620000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"959","632860","Frais d’impression, reproduction et reliure","0","20114000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
