num_bs_caisse,nbeo
"3542","6119"
"3543","6120"
"3544","6121"
"3545","6122"
"3546","6123"
"3547","6124"
"3548","6125"
"3549","6126"
"3550","6127"
"3551","6128"
"3552","6129"
"3553","6130"
"3554","6132"
"3555","6133"
"3556","6134"
"3557","6136"
"3582","6578"
"3583","6579"
"3584","6580"
"3585","6581"
"3586","6582"
"3587","6583"
"3588","6584"
"3589","6585"
"3590","6586"
"3591","6587"
"3592","6588"
"3593","6589"
"3594","6590"
"3595","6591"
"3596","6592"
"3597","6593"
"3598","6594"
"3599","6595"
"3600","6596"
"3601","6598"
"3602","6599"
"3603","6600"
"3604","6151"
"3605","6152"
"3630","6178"
"3631","6179"
"3632","6180"
"3633","6182"
"3634","6184"
"3635","6186"
"3636","6187"
"3637","6188"
"3638","6189"
"3639","6190"
"3640","61991"
"3641","6192"
"3642","6193"
"3643","6194"
"3644","6195"
"3645","9196"
"3646","6197"
"3647","6198"
"3648","6199"
"3649","6200"
"3650","24151"
"3651","4152"
"3652","4153"
"3653","4154"
"3654","4155"
"3655","4156"
"3656","4157"
"3657","4158"
"3658","4163"
"3659","4159"
"3660","4160"
"3661","4161"
"3662","4162"
"3663","4164"
"3664","4165"
"3665","4166"
"3666","4168"
"3667","4169"
"3668","4170"
"3669","4171"
"3670","4173"
"3671","4174"
"3672","4175"
"3673","4176"
"3674","4177"
"3675","4178"
"3676","4179"
"3677","4180"
"3678","4181"
"3679","4182"
"3680","4183"
"3681","4184"
"3682","4185"
"3683","4186"
"3684","4187"
"3685","4188"
"3686","4189"
"3687","4190"
"3688","4191"
"3689","4192"
"3690","4193"
"3691","4194"
"3692","4195"
"3693","4196"
"3694","4197"
"3695","4198"
"3696","4199"
"3697","4200"
"3698","24601"
"3699","4603"
"3700","4604"
"3701","4605"
"3702","4606"
"3703","4607"
"3704","4609"
"3705","4610"
"3706","4611"
"3707","4612"
"3708","4613"
"3709","4614"
"3710","4615"
"3711","4616"
"3712","3234"
"3713","3235"
"3714","3236"
"3715","3237"
"3716","4617"
"3717","4618"
"3718","4619"
"3719","4620"
"3720","4622"
"3721","4623"
"3722","4624"
"3723","4625"
"3724","4626"
"3725","4627"
"3726","4629"
"3727","4630"
"3728","4631"
"3729","4632"
"3730","4633"
"3731","4634"
"3732","46635"
"3733","4637"
"3734","4638"
"3735","4639"
"3736","4640"
"3737","4641"
"3738","4642"
"3739","4643"
"3740","4644"
"3741","4645"
"3742","4646"
"3743","4647"
"3744","4648"
"3745","4649"
"3511","3136"
"3512","3137"
"3513","3138"
"3514","3139"
"3515","3140"
"3516","3141"
"3517","3142"
"3518","3143"
"3519","3144"
"3520","3146"
"3521","3147"
"3522","3148"
"3523","3150"
"3524","6101"
"3525","6102"
"3526","6103"
"3527","6104"
"3528","6105"
"3529","6106"
"3530","6107"
"3531","6108"
"3532","6019"
"3533","6110"
"3558","6137"
"3559","6138"
"3560","6139"
"3561","6140"
"3562","6143"
"3563","6145"
"3564","6146"
"3565","6148"
"3566","6149"
"3567","6150"
"3568","93230"
"3569","93231"
"3570","93232"
"3571","93233"
"3572","6568"
"3573","6569"
"3574","6570"
"3575","6571"
"3576","6572"
"3577","6573"
"3578","6574"
"3579","6575"
"3580","6576"
"3581","6567"
"3606","6153"
"3607","6154"
"3608","6155"
"3609","6156"
"3610","6157"
"3611","6158"
"3612","6159"
"3613","6160"
"3614","6161"
"3615","6162"
"3616","6164"
"3617","6165"
"3618","6166"
"3619","6167"
"3620","6168"
"3621","6269"
"3622","6170"
"3623","6171"
"3624","6172"
"3625","6173"
"3626","6174"
"3627","6175"
"3628","6176"
"3629","6177"
"3746","4650"
"3747","506901"
"3748","6902"
"3749","6903"
"3750","6904"
"3751","6905"
"3752","6906"
"3753","6907"
"3754","6908"
"3755","6909"
"3756","6910"
"3757","6911"
"3758","6912"
"3759","6913"
"3760","6914"
"3761","6915"
"3762","6916"
"3763","6917"
"3764","6918"
"3765","6919"
"3766","6920"
"3767","6921"
"3768","6922"
"3769","6924"
"3839","6142"
"3840","6144"
"3841","6147"
"3842","3133"
"3843","3134"
"3844","4672"
"3845","6084"
"3846","4684"
"3847","4685"
"3848","4686"
"3849","4687"
"3850","4688"
"3851","4689"
"3852","4690"
"3853","4691"
"3854","4692"
"3855","4693"
"3856","4694"
"3857","4695"
"3858","4696"
"3859","4697"
"3860","4698"
"3861","4699"
"3862","4700"
"4006","4282"
"4007","4283"
"4008","4284"
"4009","4285"
"4010","4286"
"4011","4291"
"4012","4292"
"4013","4293"
"4014","4294"
"4015","4295"
"4016","4296"
"4017","4297"
"4018","4299"
"4019","4300"
"4020","4501"
"4021","4502"
"4022","4503"
"4023","4504"
"4024","4505"
"4025","4506"
"4026","4507"
"4027","4508"
"4028","4509"
"4029","4510"
"4030","4511"
"4031","4512"
"4032","4513"
"4033","4514"
"4034","4515"
"4035","4516"
"4036","4517"
"4037","4519"
"4038","4520"
"4039","4521"
"4040","4522"
"4041","4523"
"4042","4524"
"4043","4525"
"4044","4526"
"4045","4527"
"4046","4528"
"4047","4529"
"4048","4530"
"4049","4531"
"4050","4532"
"4051","4533"
"4052","4534"
"4053","4535"
"4054","4536"
"4055","4537"
"4056","4538"
"4057","4539"
"4058","4540"
"4059","4541"
"4060","4542"
"4061","4543"
"4062","4544"
"4063","4545"
"4064","4546"
"4065","4548"
"4066","4549"
"4067","4550"
"4068","6093"
"4069","6094"
"4070","3051"
"4071","4287"
"4072","4288"
"4073","4290"
"4074","4289"
"4075","3052"
"4076","3053"
"4077","3054"
"3794","6950"
"3795","24651"
"3796","4652"
"3797","4653"
"3798","4654"
"3799","4655"
"3800","4656"
"3801","4657"
"3802","4658"
"3803","4659"
"3804","4660"
"3805","4661"
"3806","4662"
"3807","4663"
"3808","4664"
"3809","4666"
"3810","4667"
"3811","4668"
"3812","4669"
"3813","4670"
"3814","4671"
"3815","506077"
"3816","506078"
"4078","3055"
"4079","3056"
"4080","3057"
"4081","3058"
"4082","3059"
"4083","3060"
"4084","3061"
"4085","3062"
"4086","3063"
"4087","3064"
"4088","3065"
"4089","3066"
"4090","3067"
"4091","3068"
"4092","3069"
"4093","3070"
"4094","3071"
"4095","3072"
"4096","3073"
"4097","3073"
"4098","3075"
"4099","3076"
"4100","3077"
"4101","3078"
"4102","3079"
"4103","3080"
"4104","3081"
"4105","3082"
"4106","3083"
"4107","3084"
"4108","3085"
"4109","3086"
"4110","3087"
"4111","3088"
"4112","3089"
"4113","3090"
"4114","3091"
"4115","3092"
"4116","3093"
"4117","3094"
"4118","4763"
"4119","4764"
"4120","4765"
"4121","4766"
"4122","4767"
"4123","4768"
"4147","3096"
"4148","3097"
"4149","3098"
"4150","3099"
"4151","3501"
"4152","3502"
"4153","3503"
"4154","3503"
"4155","3504"
"4156","3505"
"4157","3506"
"4158","3507"
"4159","3508"
"4160","3509"
"4161","3510"
"4162","3511"
"4163","3512"
"4164","3513"
"4165","3514"
"4166","3515"
"4167","3516"
"4168","3517"
"4193","3241"
"4194","4723"
"4195","4724"
"4196","4725"
"4197","4726"
"4198","4727"
"4199","4736"
"4200","4737"
"4201","4738"
"4202","4739"
"4203","4740"
"4204","4741"
"4205","4742"
"4206","4743"
"4207","4744"
"4208","4745"
"4209","4748"
"4210","4749"
"4211","4781"
"4212","4782"
"4213","4750"
"4214","4301"
"4215","4302"
"4216","4303"
"4217","4316"
"4218","4317"
"4219","4318"
"4220","4319"
"4221","4320"
"4222","4342"
"4223","4343"
"4224","4344"
"4225","4345"
"4226","4346"
"4227","4347"
"4228","4348"
"4229","4349"
"4230","4350"
"4231","4351"
"4232","4352"
"4233","4343"
"4234","4354"
"4235","4355"
"4236","4356"
"4237","4357"
"4238","4358"
"4239","4359"
"4240","4360"
"4264","4313"
"4265","4314"
"4266","4315"
"4267","4321"
"4268","4322"
"4269","4323"
"4270","4324"
"4271","4325"
"4272","4326"
"4273","4327"
"4274","4328"
"4275","4329"
"4276","4330"
"4277","4331"
"4278","4332"
"4279","4372"
"4280","4374"
"4281","4375"
"4282","4376"
"4283","4376"
"4284","4378"
"4285","4379"
"4286","4380"
"4287","4381"
"4288","4382"
"4289","4383"
"4290","4384"
"4291","4385"
"4292","4386"
"4293","4387"
"4294","4388"
"4295","4389"
"4296","4390"
"4297","4391"
"4298","4392"
"4299","4393"
"4300","4395"
"4301","4396"
"4302","4397"
"4303","4398"
"4304","4399"
"4305","4400"
"4306","3451"
"4307","3452"
"4308","3453"
"4124","4769"
"4125","4770"
"4126","4771"
"4127","4772"
"4128","4773"
"4129","4774"
"4130","4775"
"4131","4776"
"4132","4777"
"4133","4778"
"4134","4236"
"4135","4237"
"4136","4238"
"4137","4239"
"4138","4240"
"4139","4241"
"4140","4242"
"4141","4243"
"4142","4244"
"4143","4245"
"4144","4246"
"4145","4247"
"4146","3095"
"4169","3518"
"4170","3519"
"4171","3520"
"4172","3521"
"4173","3522"
"4174","3523"
"4175","3524"
"4176","3525"
"4177","3526"
"4178","3527"
"4179","3528"
"4180","3529"
"4181","3530"
"4182","3531"
"4183","3532"
"4184","3533"
"4185","3534"
"4186","3535"
"4187","3539"
"4188","3540"
"4189","3541"
"4190","4755"
"4191","3239"
"4192","3240"
"4241","4361"
"4242","4363"
"4243","4362"
"4244","4364"
"4245","4365"
"4246","4366"
"4247","4367"
"4248","4368"
"4249","4369"
"4250","4370"
"4251","4371"
"4252","4728"
"4253","4780"
"4254","4746"
"4255","4747"
"4256","4305"
"4257","4307"
"4258","4779"
"4259","4308"
"4260","4309"
"4261","4310"
"4262","4311"
"4263","4312"
"4309","3454"
"4310","3455"
"4311","3456"
"4312","3457"
"4313","3458"
"4314","3459"
"4315","3460"
"4316","3461"
"4317","3462"
"4318","3463"
"4319","3464"
"4320","3465"
"4321","3466"
"4322","3467"
"4323","3468"
"4324","3469"
"4325","3470"
"4326","3471"
"4327","3472"
"4328","3473"
"4329","3474"
"4330","3475"
"4331","3476"
"4332","3477"
"4356","4340"
"4357","4341"
"4358","3486"
"4359","3487"
"4360","3488"
"4361","3489"
"4362","3490"
"4363","3491"
"4364","3492"
"4365","3493"
"4366","3494"
"4367","3495"
"4368","3496"
"4369","3497"
"4370","3498"
"4371","3499"
"4372","3500"
"4373","3401"
"4374","3402"
"4375","3403"
"4376","3404"
"4377","3405"
"4378","3406"
"4403","3244"
"4404","3245"
"4405","3246"
"4406","3247"
"4407","3248"
"4408","3249"
"4409","3250"
"4410","3432"
"4411","3433"
"4412","3434"
"4413","3435"
"4414","3436"
"4415","3437"
"4416","3438"
"4417","3439"
"4418","3440"
"4419","3441"
"4420","3443"
"4421","3444"
"4422","3445"
"4423","3446"
"4424","3448"
"4447","3952"
"4448","3953"
"4449","3954"
"4450","3955"
"4451","3959"
"4452","3960"
"4453","3961"
"4454","3962"
"4455","3963"
"4456","3964"
"4457","3965"
"4458","3966"
"4459","3967"
"4460","3968"
"4461","3971"
"4462","3972"
"4463","3973"
"4464","3974"
"4465","3975"
"4466","3976"
"4467","3978"
"4468","3979"
"4469","3981"
"4470","3981"
"4494","1882"
"4495","1883"
"4496","1884"
"4497","1895"
"4498","1896"
"4499","1897"
"4500","1898"
"4501","1899"
"4502","1900"
"4503","4851"
"4504","4852"
"4505","4853"
"4506","4854"
"4507","4855"
"4508","4856"
"4509","4857"
"4510","4858"
"4511","4859"
"4512","4860"
"4513","4861"
"4514","3956"
"4515","3957"
"4333","3478"
"4334","3479"
"4335","3480"
"4336","3481"
"4337","3482"
"4338","3483"
"4339","3484"
"4340","3485"
"4341","4728"
"4342","4729"
"4343","4730"
"4344","4731"
"4345","4732"
"4346","4733"
"4347","4734"
"4348","4735"
"4349","4333"
"4350","4334"
"4351","4335"
"4352","4336"
"4353","4337"
"4354","4338"
"4355","4339"
"4379","3407"
"4380","3409"
"4381","3411"
"4382","3412"
"4383","3413"
"4384","3414"
"4385","3415"
"4386","3416"
"4387","3418"
"4388","3419"
"4389","3420"
"4390","3421"
"4391","3422"
"4392","3423"
"4393","3424"
"4394","3425"
"4395","3426"
"4396","3427"
"4397","3428"
"4398","3429"
"4399","3430"
"4400","3431"
"4401","3242"
"4402","3243"
"4425","3449"
"4426","3450"
"4427","3351"
"4428","3352"
"4429","3353"
"4430","3354"
"4431","3355"
"4432","3356"
"4433","3358"
"4434","3357"
"4435","3359"
"4436","3360"
"4437","3361"
"4438","3362"
"4439","3363"
"4440","3365"
"4441","3366"
"4442","4749"
"4443","4748"
"4444","3410"
"4445","4304"
"4446","3951"
"4471","3982"
"4472","3983"
"4473","3984"
"4474","3986"
"4475","3987"
"4476","3988"
"4477","3990"
"4478","3991"
"4479","3993"
"4480","3994"
"4481","3995"
"4482","3996"
"4483","3997"
"4484","3998"
"4485","1851"
"4486","1852"
"4487","1853"
"4488","1854"
"4489","1855"
"4490","1856"
"4491","1857"
"4492","18560"
"4493","1877"
"4516","3999"
"4517","4000"
"4518","1860"
"4519","1861"
"4520","1862"
"4521","1863"
"4522","1864"
"4523","1888"
"4524","1881"
"4525","1885"
"4526","1886"
"4527","1887"
"4528","1888"
"4529","1889"
"4530","1890"
"4531","1891"
"4532","1892"
"4533","1893"
"4534","1894"
"4535","4862"
"4536","4863"
"4537","4864"
"4585","1812"
"4586","1813"
"4587","1814"
"4588","1815"
"4589","1817"
"4590","1819"
"4591","1820"
"4592","1821"
"4593","1822"
"4594","1823"
"4595","1825"
"4596","1826"
"4597","1827"
"4598","1828"
"4599","1829"
"4600","1830"
"4601","1831"
"4602","1833"
"4603","1833"
"4604","1834"
"4605","1835"
"4606","1836"
"4607","1837"
"4608","1838"
"4609","1839"
"4610","1840"
"4611","1841"
"4612","1841"
"4613","1842"
"4614","1843"
"4615","1844"
"4616","1845"
"4617","1846"
"4618","1847"
"4619","1848"
"4620","1849"
"4621","1850"
"4622","7851"
"4623","7852"
"4624","7853"
"4625","7854"
"4626","7855"
"4627","7856"
"4628","7857"
"4629","7858"
"4630","7859"
"4631","7860"
"4655","7869"
"4656","7870"
"4657","7871"
"4658","7872"
"4659","7873"
"4660","7874"
"4661","7875"
"4662","7876"
"4663","3992"
"4664","1859"
"4665","3536"
"4666","7877"
"4667","7878"
"4668","7879"
"4669","7880"
"4670","7881"
"4671","7882"
"4672","7883"
"4673","7884"
"4674","7885"
"4675","7886"
"4676","7887"
"4538","4865"
"4539","4866"
"4540","4867"
"4541","4868"
"4542","4869"
"4543","4870"
"4544","4871"
"4545","4872"
"4546","4873"
"4547","4874"
"4548","4875"
"4549","4876"
"4550","4877"
"4551","4878"
"4552","4879"
"4553","4880"
"4554","4882"
"4555","4883"
"4556","4884"
"4557","4885"
"4558","4886"
"4559","4887"
"4560","4888"
"4632","7861"
"4633","7862"
"4634","7863"
"4635","7864"
"4636","7865"
"4637","7866"
"4638","7867"
"4639","3985"
"4640","3989"
"4641","1865"
"4642","1866"
"4643","1868"
"4644","1869"
"4645","1870"
"4646","1871"
"4647","1872"
"4648","1873"
"4649","1874"
"4650","1875"
"4651","1876"
"4652","1878"
"4653","7867"
"4654","7868"
"4677","7888"
"4678","7889"
"4679","7890"
"4680","7891"
"4681","7892"
"4682","7893"
"4683","7894"
"4684","7895"
"4685","7896"
"4686","7897"
"4687","7898"
"4688","7899"
"4689","78900"
"4690","7901"
"4691","7902"
"4692","7903"
"4693","7904"
"4694","7905"
"4695","7906"
"4696","7907"
"4697","7908"
"4698","7909"
"4744","7949"
"4745","7950"
"4746","7951"
"4747","7952"
"4748","7953"
"4749","7954"
"4750","7955"
"4751","7956"
"4752","7957"
"4753","7958"
"4754","7959"
"4755","7960"
"4756","7943"
"4757","3958"
"4758","1880"
"4759","1908"
"4760","1910"
"4761","1911"
"4762","1912"
"4763","1913"
"4764","1914"
"4765","1915"
"4766","1916"
"4767","1917"
"4768","1918"
"4769","1924"
"4770","1931"
"4771","1932"
"4772","1933"
"4773","1934"
"4774","1935"
"4775","1936"
"4776","1919"
"4777","1920"
"4778","1921"
"4779","1922"
"4780","1923"
"4781","1925"
"4782","1926"
"4783","1927"
"4784","1928"
"4785","1929"
"4786","1930"
"4787","1937"
"4788","1938"
"4789","1939"
"4790","1940"
"4791","1941"
"4792","1942"
"4793","1943"
"4794","1944"
"4795","1945"
"4796","1946"
"4797","1947"
"4798","1948"
"4799","1949"
"4800","1950"
"4801","7961"
"4802","7962"
"4803","7963"
"4804","7964"
"4805","7967"
"4806","7970"
"4807","1819"
"4808","7971"
"4809","7972"
"4810","7978"
"4811","7979"
"4812","7980"
"4813","7965"
"4814","7966"
"4815","7968"
"4816","7969"
"4817","7981"
"4818","7982"
"4819","7983"
"4820","7984"
"4821","7985"
"4822","7986"
"4823","7987"
"4824","7988"
"4825","7989"
"4826","7990"
"4827","7991"
"4828","7992"
"4829","7993"
"4830","7994"
"4831","7995"
"4832","7996"
"4833","7997"
"4834","7998"
"4835","7999"
"4859","1969"
"4860","1970"
"4861","1971"
"4862","1972"
"4863","1973"
"4864","1974"
"4865","1975"
"4866","1976"
"4867","1977"
"4868","1978"
"4869","1979"
"4870","1980"
"4871","1981"
"4872","1982"
"4873","1983"
"4874","1984"
"4875","1985"
"4876","1986"
"4877","1987"
"4878","1988"
"4879","4001"
"4880","4003"
"4881","4004"
"4561","4889"
"4562","4890"
"4563","4891"
"4564","4892"
"4565","4893"
"4566","4894"
"4567","4895"
"4568","4896"
"4569","4897"
"4570","4898"
"4571","4899"
"4572","4900"
"4573","3969"
"4574","3970"
"4575","1801"
"4576","1802"
"4577","1803"
"4578","1804"
"4579","1805"
"4580","1806"
"4581","1807"
"4582","1808"
"4583","1809"
"4584","1811"
"4699","7910"
"4700","7911"
"4701","7912"
"4702","7913"
"4703","7914"
"4704","7915"
"4705","1901"
"4706","1902"
"4707","1903"
"4708","1904"
"4709","1905"
"4710","1906"
"4711","1907"
"4712","7916"
"4713","7917"
"4714","7918"
"4715","7919"
"4716","7920"
"4717","7921"
"4718","7922"
"4719","7923"
"4720","7924"
"4721","7926"
"4836","8000"
"4837","1952"
"4838","1953"
"4839","1954"
"4840","1955"
"4841","1956"
"4842","1957"
"4843","1958"
"4844","1959"
"4845","1960"
"4846","7973"
"4847","7974"
"4848","7975"
"4849","7976"
"4850","7977"
"4851","1961"
"4852","1962"
"4853","1963"
"4854","1964"
"4855","1965"
"4856","1966"
"4857","1967"
"4858","1968"
"4882","4005"
"4883","4006"
"4884","4007"
"4885","4008"
"4886","4009"
"4887","4010"
"4888","4011"
"4889","4012"
"4890","4013"
"4891","4014"
"4892","4015"
"4893","4016"
"4894","4017"
"4895","4018"
"4896","4019"
"4897","4020"
"4898","4021"
"4899","4022"
"4900","4023"
"4901","4024"
"4902","4025"
"4903","4026"
"4926","7802"
"4927","7803"
"4928","7804"
"4929","7819"
"4930","7820"
"4931","7821"
"4932","7822"
"4933","7823"
"4934","7824"
"4935","7825"
"4936","7826"
"4937","7827"
"4938","7828"
"4939","7830"
"4940","7831"
"4941","7832"
"4942","7833"
"4943","7834"
"4944","7835"
"4945","7836"
"4946","7837"
"4947","7838"
"4971","7837"
"4972","7838"
"4973","7839"
"4974","7840"
"4975","7841"
"4976","7842"
"4977","7843"
"4978","7844"
"4979","7845"
"4980","7846"
"4981","7847"
"4982","7848"
"4983","7849"
"4984","7850"
"4985","1650"
"4986","1651"
"4987","1652"
"4988","1653"
"4989","1654"
"4990","1655"
"4991","1656"
"4992","1657"
"5040","1705"
"5041","1706"
"5042","1707"
"5043","1708"
"5044","1710"
"5045","1713"
"5046","1712"
"5047","1715"
"5048","1716"
"5049","1714"
"5050","1718"
"5051","1719"
"5052","1720"
"5053","1711"
"5054","1721"
"5055","1722"
"5056","1723"
"5057","1724"
"5058","1725"
"5059","1726"
"5060","1727"
"5061","1728"
"5062","1729"
"5063","1730"
"5064","1731"
"5065","1732"
"5066","1733"
"5067","1734"
"5068","1735"
"5069","1736"
"5070","1737"
"5071","1738"
"5072","1739"
"5073","1740"
"5074","1741"
"5075","1742"
"5076","1743"
"5077","1745"
"5078","1746"
"5079","1747"
"5080","1748"
"5081","1749"
"5082","1750"
"5083","1751"
"5084","1752"
"5085","1753"
"5086","1754"
"4722","7927"
"4723","7928"
"4724","7929"
"4725","7930"
"4726","7931"
"4727","7932"
"4728","7933"
"4729","7934"
"4730","7935"
"4731","7936"
"4732","7937"
"4733","7938"
"4734","7939"
"4735","7940"
"4736","7941"
"4737","7942"
"4738","7973"
"4739","7944"
"4740","7945"
"4741","7946"
"4742","7947"
"4743","7948"
"4904","4027"
"4905","4028"
"4906","4029"
"4907","4030"
"4908","4031"
"4909","4032"
"4910","4033"
"4911","4034"
"4912","4035"
"4913","4036"
"4914","4037"
"4915","4038"
"4916","4042"
"4917","4043"
"4918","4044"
"4919","4045"
"4920","4046"
"4921","4047"
"4922","4048"
"4923","4049"
"4924","4050"
"4925","7801"
"4948","7839"
"4949","7840"
"4950","7841"
"4951","7842"
"4952","7843"
"4953","7844"
"4954","7845"
"4955","7846"
"4956","7847"
"4957","7848"
"4958","7849"
"4959","7850"
"4960","7825"
"4961","7826"
"4962","7827"
"4963","7828"
"4964","7830"
"4965","7831"
"4966","7832"
"4967","7833"
"4968","7834"
"4969","7835"
"4970","7836"
"4993","1658"
"4994","1659"
"4995","1660"
"4996","1661"
"4997","1662"
"4998","1663"
"4999","1664"
"5000","1665"
"5001","1666"
"5002","1667"
"5003","1668"
"5004","1669"
"5005","1670"
"5006","1671"
"5007","1672"
"5008","1673"
"5009","1674"
"5010","1675"
"5011","1678"
"5012","1679"
"5013","1680"
"5014","1681"
"5015","1683"
"5087","4040"
"5088","1990"
"5089","1992"
"5090","1753"
"5091","1756"
"5092","1757"
"5093","1758"
"5094","1759"
"5095","1760"
"5096","1761"
"5097","1762"
"5098","1763"
"5099","1764"
"5100","1765"
"5101","1766"
"5102","1767"
"5103","1768"
"5104","1769"
"5105","1770"
"5106","1771"
"5107","1772"
"5108","1773"
"5109","1774"
"5110","1775"
"5149","1364"
"5150","1364"
"5151","1365"
"5152","1366"
"5153","1367"
"5154","1368"
"5155","1369"
"5156","1370"
"5157","1371"
"5158","1372"
"5159","1374"
"5160","1375"
"5161","1376"
"5162","1376"
"5163","1373"
"5164","1378"
"5165","1379"
"5166","1380"
"5167","1381"
"5168","1382"
"5169","1383"
"5170","1384"
"5180","1394"
"5181","1395"
"5182","1396"
"5183","1397"
"5184","1398"
"5185","1399"
"5186","1400"
"5187","1301"
"5188","1302"
"5189","1303"
"5190","1303"
"5191","1305"
"5192","1306"
"5193","1307"
"5194","1308"
"5195","1309"
"5196","1310"
"5197","1311"
"5198","1312"
"5199","1313"
"5200","1314"
"5201","1316"
"5202","1315"
"5203","1317"
"5204","1318"
"5205","1319"
"5206","1320"
"5207","1321"
"5208","1384"
"5209","1385"
"5210","132"
"5211","1323"
"5212","1324"
"5213","1325"
"5214","1326"
"5215","1327"
"5216","1328"
"5217","1329"
"5218","1330"
"5219","1331"
"5220","1332"
"5221","1333"
"5222","1334"
"5223","1335"
"5224","1336"
"5225","1337"
"5226","1338"
"5016","1683"
"5017","1684"
"5018","1684"
"5019","1685"
"5020","1686"
"5021","1687"
"5022","1688"
"5023","1689"
"5024","1690"
"5025","1691"
"5026","1692"
"5027","1693"
"5028","1694"
"5029","1695"
"5030","1699"
"5031","1696"
"5032","1697"
"5033","1698"
"5034","1699"
"5035","1700"
"5036","1701"
"5037","1702"
"5038","1703"
"5039","1704"
"5111","1776"
"5112","1777"
"5113","1778"
"5114","1779"
"5115","1780"
"5116","1781"
"5117","1782"
"5118","1783"
"5119","1784"
"5120","1785"
"5121","1786"
"5122","1787"
"5123","1788"
"5124","1789"
"5125","1790"
"5126","1791"
"5127","1792"
"5128","1795"
"5129","1796"
"5130","1793"
"5131","1794"
"5132","1797"
"5133","1798"
"5134","1799"
"5227","1339"
"5228","1340"
"5229","1342"
"5230","1343"
"5231","1344"
"5232","1345"
"5233","1346"
"5234","3394"
"5235","3395"
"5236","3396"
"5237","3397"
"5238","3398"
"5239","3399"
"5240","3400"
"5241","1347"
"5242","1349"
"5243","1349"
"5244","1350"
"5245","3367"
"5246","3368"
"5247","3369"
"5248","3370"
"5249","3371"
"5250","3372"
"5251","3373"
"5252","3374"
"5253","3375"
"5254","3377"
"5255","3377"
"5256","3378"
"5257","3379"
"5258","3380"
"5259","3381"
"5260","3382"
"5261","3383"
"5262","3384"
"5263","3001"
"5264","3012"
"5265","3013"
"5266","3385"
"5267","3386"
"5268","3014"
"5269","3015"
"5270","3016"
"5271","3017"
"5295","3025"
"5296","3009"
"5297","3389"
"5298","3390"
"5299","3391"
"5300","3392"
"5301","3393"
"5302","3025"
"5303","3027"
"5304","3028"
"5305","3029"
"5306","3030"
"5307","3031"
"5308","3032"
"5309","3033"
"5310","3034"
"5311","3035"
"5312","3036"
"5313","3037"
"5314","3038"
"5315","3048"
"5316","3049"
"5317","3039"
"5341","3067"
"5342","3068"
"5343","3050"
"5344","3069"
"5345","3070"
"5346","3071"
"5347","3072"
"5348","3073"
"5349","3074"
"5350","3075"
"5351","3076"
"5352","3077"
"5353","3078"
"5354","3079"
"5355","3080"
"5356","3081"
"5357","3082"
"5358","3083"
"5359","3084"
"5360","3085"
"5361","3086"
"5362","3087"
"5363","3088"
"5388","3113"
"5389","3114"
"5390","3115"
"5391","3117"
"5392","3118"
"5393","3119"
"5394","3120"
"5395","3116"
"5396","3121"
"5397","3129"
"5398","3130"
"5399","3131"
"5400","3132"
"5401","3133"
"5402","3134"
"5403","3135"
"5404","3136"
"5405","3122"
"5406","3123"
"5407","3124"
"5408","2125"
"5409","3126"
"5410","3127"
"5411","3128"
"5412","3137"
"5413","3138"
"5414","3139"
"5415","3140"
"5416","3141"
"5417","3142"
"5418","3143"
"5419","3144"
"5420","3145"
"5421","3146"
"5422","3147"
"5423","3148"
"5424","3149"
"5425","3150"
"5426","3151"
"5427","3152"
"5428","3153"
"5429","3157"
"5430","3158"
"5431","3159"
"5432","3154"
"5433","3155"
"5135","1800"
"5136","1351"
"5137","1352"
"5138","1353"
"5139","1354"
"5140","1355"
"5141","1356"
"5142","1357"
"5143","1358"
"5144","1359"
"5145","1360"
"5146","1361"
"5147","1362"
"5148","1363"
"5171","1385"
"5172","1386"
"5173","1387"
"5174","1388"
"5175","1389"
"5176","1390"
"5177","1391"
"5178","1392"
"5179","1393"
"5272","3018"
"5273","3387"
"5274","3388"
"5275","3019"
"5276","3020"
"5277","3021"
"5278","3022"
"5279","3026"
"5280","3010"
"5281","3011"
"5282","1991"
"5283","1993"
"5284","4039"
"5285","4041"
"5286","7803"
"5287","3002"
"5288","3003"
"5289","3004"
"5290","3005"
"5291","3006"
"5292","3007"
"5293","3008"
"5294","3024"
"5318","3040"
"5319","3041"
"5320","3042"
"5321","3043"
"5322","3044"
"5323","3045"
"5324","3046"
"5325","3047"
"5326","3051"
"5327","3052"
"5328","3053"
"5329","3054"
"5330","3055"
"5331","3056"
"5332","3057"
"5333","3058"
"5334","3059"
"5335","3060"
"5336","3061"
"5337","3062"
"5338","3064"
"5339","3065"
"5340","3066"
"5364","3089"
"5365","3090"
"5366","3091"
"5367","3092"
"5368","3093"
"5369","3094"
"5370","3095"
"5371","3096"
"5372","3063"
"5373","3097"
"5374","3098"
"5375","3099"
"5376","3101"
"5377","3102"
"5378","3103"
"5379","3104"
"5380","3105"
"5381","3106"
"5382","3107"
"5383","3108"
"5384","3109"
"5385","3100"
"5386","3110"
"5387","3112"
"5434","3161"
"5435","3162"
"5436","3164"
"5437","3165"
"5438","3166"
"5439","3167"
"5440","3168"
"5441","3169"
"5442","3170"
"5443","3160"
"5444","3172"
"5445","3173"
"5446","3174"
"5447","3175"
"5448","3176"
"5449","3177"
"5450","3178"
"5451","3196"
"5452","3179"
"5453","3180"
"5454","3181"
"5455","3197"
